temperature,rainfall,humidity,yield_apples2
88.00,46.00,42.00,56.60
40.00,40.00,45.00,42.50
56.00,40.00,90.00,69.80
70.00,98.00,91.00,86.10
90.00,48.00,55.00,64.10
54.00,67.00,62.00,60.60
63.00,61.00,50.00,56.10
42.00,57.00,89.00,68.50
65.00,87.00,56.00,64.90
72.00,96.00,49.00,65.30
56.00,44.00,95.00,73.10
83.00,90.00,51.00,68.40
58.00,41.00,86.00,68.60
98.00,48.00,40.00,59.00
52.00,89.00,80.00,73.40
48.00,95.00,78.00,72.40
81.00,64.00,46.00,60.10
63.00,73.00,69.00,68.00
68.00,45.00,80.00,69.40
96.00,95.00,77.00,86.30
66.00,72.00,81.00,74.70
71.00,74.00,77.00,74.60
93.00,42.00,42.00,57.30
71.00,44.00,87.00,73.60
97.00,82.00,65.00,78.00
46.00,84.00,89.00,75.10
66.00,93.00,82.00,79.40
47.00,83.00,79.00,70.20
70.00,74.00,55.00,63.30
77.00,68.00,55.00,64.20
80.00,51.00,83.00,75.70
73.00,72.00,46.00,59.30
96.00,84.00,63.00,77.10
65.00,77.00,41.00,55.40
87.00,92.00,92.00,90.50
43.00,80.00,76.00,66.90
58.00,65.00,61.00,60.90
74.00,89.00,40.00,60.00
42.00,60.00,70.00,59.60
61.00,42.00,65.00,59.20
59.00,73.00,69.00,66.80
56.00,79.00,84.00,74.60
42.00,46.00,86.00,64.80
42.00,62.00,97.00,73.50
83.00,68.00,51.00,64.00
57.00,68.00,97.00,79.20
42.00,53.00,67.00,56.70
60.00,97.00,51.00,62.90
47.00,43.00,59.00,52.20
94.00,44.00,57.00,65.50
78.00,54.00,47.00,57.70
83.00,88.00,88.00,86.50
59.00,74.00,91.00,78.00
79.00,92.00,71.00,77.60
43.00,45.00,47.00,45.40
47.00,54.00,86.00,67.90
76.00,58.00,91.00,79.90
89.00,42.00,71.00,70.60
58.00,95.00,65.00,68.90
82.00,86.00,44.00,63.80
69.00,76.00,41.00,56.40
73.00,66.00,86.00,78.10
70.00,41.00,88.00,73.20
82.00,48.00,63.00,65.70
76.00,45.00,42.00,52.80
58.00,59.00,58.00,58.20
80.00,73.00,42.00,59.60
79.00,62.00,84.00,78.10
60.00,95.00,53.00,63.50
68.00,72.00,76.00,72.80
58.00,93.00,43.00,57.50
86.00,75.00,48.00,64.80
50.00,61.00,63.00,58.70
73.00,52.00,98.00,81.30
65.00,41.00,68.00,61.70
82.00,81.00,80.00,80.80
93.00,41.00,84.00,78.10
59.00,81.00,85.00,76.40
49.00,81.00,59.00,60.40
80.00,77.00,93.00,85.90
92.00,81.00,56.00,71.80
46.00,81.00,86.00,73.00
50.00,69.00,87.00,72.30
88.00,51.00,79.00,76.10
93.00,65.00,61.00,71.40
98.00,83.00,62.00,77.00
70.00,42.00,50.00,54.40
98.00,93.00,79.00,87.50
75.00,67.00,71.00,71.40
58.00,95.00,51.00,61.90
79.00,72.00,76.00,76.10
61.00,81.00,45.00,57.00
75.00,95.00,55.00,69.00
91.00,86.00,54.00,71.50
66.00,79.00,65.00,68.10
83.00,91.00,72.00,79.10
60.00,98.00,61.00,68.10
47.00,55.00,65.00,57.60
68.00,40.00,90.00,73.40
48.00,41.00,96.00,70.60
47.00,97.00,77.00,72.00
48.00,89.00,95.00,79.70
71.00,48.00,76.00,68.90
96.00,48.00,53.00,64.90
45.00,88.00,92.00,77.10
64.00,52.00,89.00,74.10
66.00,49.00,54.00,56.60
43.00,76.00,77.00,66.60
71.00,46.00,80.00,70.50
48.00,69.00,90.00,73.20
84.00,66.00,65.00,70.90
41.00,96.00,67.00,65.00
77.00,63.00,78.00,74.70
55.00,72.00,68.00,64.90
46.00,41.00,86.00,65.00
69.00,52.00,84.00,73.10
47.00,80.00,55.00,57.60
43.00,75.00,58.00,56.90
47.00,68.00,67.00,61.20
79.00,96.00,41.00,63.40
90.00,88.00,58.00,73.60
60.00,48.00,43.00,49.10
51.00,44.00,92.00,70.10
77.00,96.00,71.00,77.80
98.00,40.00,76.00,75.40
93.00,85.00,43.00,66.40
78.00,81.00,50.00,64.60
52.00,61.00,48.00,51.80
85.00,61.00,89.00,82.20
92.00,83.00,61.00,74.70
58.00,52.00,58.00,56.80
70.00,85.00,70.00,73.00
48.00,52.00,61.00,55.30
64.00,40.00,80.00,67.20
48.00,76.00,83.00,71.10
81.00,61.00,74.00,73.50
64.00,65.00,65.00,64.70
77.00,60.00,67.00,68.60
69.00,65.00,90.00,78.70
69.00,85.00,87.00,81.20
71.00,64.00,79.00,73.60
70.00,87.00,41.00,58.90
73.00,65.00,98.00,83.90
70.00,86.00,57.00,66.70
54.00,79.00,71.00,67.50
83.00,52.00,45.00,57.80
43.00,65.00,61.00,56.40
72.00,68.00,51.00,60.70
94.00,54.00,85.00,81.50
96.00,61.00,51.00,66.50
97.00,69.00,81.00,83.40
59.00,79.00,78.00,72.50
57.00,93.00,43.00,57.20
90.00,58.00,74.00,75.60
95.00,50.00,71.00,74.00
47.00,78.00,93.00,76.20
83.00,84.00,55.00,69.20
96.00,90.00,45.00,69.30
94.00,90.00,48.00,70.20
93.00,66.00,58.00,70.10
95.00,55.00,89.00,84.00
81.00,80.00,69.00,74.80
86.00,66.00,44.00,61.00
57.00,65.00,54.00,57.10
90.00,57.00,88.00,82.40
88.00,60.00,96.00,86.40
52.00,97.00,87.00,78.50
93.00,74.00,79.00,82.20
79.00,47.00,46.00,56.10
83.00,84.00,74.00,78.70
62.00,61.00,97.00,79.30
71.00,87.00,62.00,69.70
56.00,65.00,54.00,56.80
52.00,66.00,78.00,67.80
51.00,56.00,54.00,53.50
74.00,90.00,91.00,85.70
41.00,84.00,62.00,60.10
80.00,68.00,86.00,80.60
49.00,71.00,44.00,50.90
54.00,40.00,83.00,65.70
62.00,74.00,93.00,79.90
94.00,91.00,67.00,79.90
59.00,60.00,63.00,61.20
87.00,59.00,78.00,76.90
73.00,68.00,47.00,59.00
52.00,59.00,53.00,53.90
61.00,77.00,90.00,78.70
78.00,47.00,55.00,60.30
48.00,41.00,83.00,64.10
60.00,76.00,76.00,71.20
55.00,90.00,58.00,63.50
96.00,78.00,80.00,84.40
80.00,43.00,70.00,67.60
62.00,46.00,88.00,71.80
91.00,71.00,70.00,76.50
48.00,57.00,80.00,65.80
57.00,51.00,63.00,58.80
94.00,77.00,65.00,76.10
45.00,58.00,65.00,57.60
61.00,95.00,97.00,85.80
86.00,62.00,94.00,85.20
77.00,56.00,57.00,62.80
74.00,74.00,69.00,71.50
79.00,84.00,90.00,85.50
81.00,91.00,69.00,77.00
41.00,41.00,60.00,50.50
70.00,89.00,45.00,61.30
60.00,42.00,42.00,47.40
81.00,85.00,61.00,71.80
48.00,92.00,85.00,75.30
68.00,82.00,61.00,67.30
41.00,87.00,69.00,64.20
96.00,41.00,42.00,58.00
57.00,70.00,96.00,79.10
90.00,72.00,84.00,83.40
73.00,97.00,88.00,85.30
49.00,82.00,55.00,58.60
66.00,94.00,57.00,67.10
81.00,60.00,97.00,84.80
83.00,47.00,86.00,77.30
85.00,89.00,67.00,76.80
78.00,48.00,68.00,67.00
96.00,67.00,62.00,73.20
45.00,48.00,90.00,68.10
96.00,40.00,67.00,70.30
80.00,64.00,45.00,59.30
83.00,88.00,92.00,88.50
59.00,41.00,98.00,74.90
84.00,97.00,95.00,92.10
46.00,53.00,75.00,61.90
42.00,40.00,51.00,46.10
81.00,44.00,63.00,64.60
56.00,43.00,78.00,64.40
41.00,90.00,85.00,72.80
53.00,92.00,60.00,64.30
80.00,85.00,91.00,86.50
85.00,80.00,43.00,63.00
61.00,89.00,91.00,81.60
59.00,93.00,48.00,60.30
78.00,42.00,57.00,60.30
84.00,87.00,90.00,87.60
85.00,55.00,46.00,59.50
44.00,93.00,49.00,56.30
69.00,72.00,91.00,80.60
88.00,77.00,48.00,65.80
61.00,82.00,76.00,72.70
45.00,84.00,95.00,77.80
94.00,64.00,79.00,80.50
85.00,84.00,84.00,84.30
80.00,78.00,66.00,72.60
91.00,98.00,55.00,74.40
70.00,55.00,51.00,57.50
79.00,73.00,40.00,58.30
95.00,43.00,66.00,70.10
86.00,98.00,63.00,76.90
51.00,93.00,87.00,77.40
72.00,41.00,67.00,63.30
90.00,81.00,70.00,78.20
68.00,89.00,63.00,69.70
75.00,87.00,90.00,84.90
57.00,85.00,60.00,64.10
50.00,67.00,52.00,54.40
94.00,56.00,94.00,86.40
97.00,83.00,59.00,75.20
73.00,69.00,82.00,76.70
77.00,59.00,53.00,61.40
84.00,62.00,92.00,83.60
80.00,69.00,47.00,61.30
57.00,55.00,64.00,60.10
58.00,55.00,96.00,76.40
47.00,62.00,55.00,54.00
57.00,92.00,46.00,58.50
91.00,90.00,71.00,80.80
94.00,84.00,72.00,81.00
40.00,64.00,69.00,59.30
95.00,72.00,58.00,71.90
95.00,53.00,86.00,82.10
66.00,50.00,96.00,77.80
75.00,91.00,93.00,87.20
42.00,43.00,65.00,53.70
83.00,63.00,40.00,57.50
78.00,60.00,85.00,77.90
95.00,55.00,50.00,64.50
83.00,68.00,83.00,80.00
67.00,57.00,84.00,73.50
47.00,71.00,62.00,59.30
54.00,80.00,81.00,72.70
49.00,61.00,79.00,66.40
54.00,51.00,62.00,57.40
78.00,42.00,58.00,60.80
68.00,90.00,87.00,81.90
69.00,59.00,62.00,63.50
63.00,82.00,43.00,56.80
81.00,94.00,59.00,72.60
44.00,74.00,41.00,48.50
61.00,88.00,77.00,74.40
45.00,79.00,55.00,56.80
59.00,58.00,58.00,58.30
75.00,75.00,84.00,79.50
82.00,89.00,62.00,73.40
67.00,91.00,40.00,58.30
64.00,98.00,48.00,62.80
52.00,44.00,62.00,55.40
57.00,45.00,54.00,53.10
96.00,48.00,47.00,61.90
76.00,49.00,72.00,68.60
87.00,91.00,97.00,92.80
89.00,76.00,92.00,87.90
85.00,62.00,80.00,77.90
59.00,69.00,62.00,62.50
82.00,62.00,59.00,66.50
57.00,47.00,96.00,74.50
54.00,66.00,92.00,75.40
65.00,62.00,66.00,64.90
40.00,86.00,58.00,58.20
94.00,70.00,59.00,71.70
73.00,64.00,58.00,63.70
57.00,83.00,86.00,76.70
77.00,80.00,87.00,82.60
48.00,75.00,83.00,70.90
42.00,59.00,70.00,59.40
53.00,95.00,55.00,62.40
74.00,43.00,62.00,61.80
92.00,97.00,48.00,71.00
59.00,78.00,86.00,76.30
63.00,70.00,91.00,78.40
66.00,49.00,83.00,71.10
71.00,89.00,56.00,67.10
80.00,66.00,73.00,73.70
45.00,54.00,44.00,46.30
52.00,86.00,54.00,59.80
91.00,85.00,66.00,77.30
68.00,46.00,71.00,65.10
75.00,78.00,83.00,79.60
46.00,45.00,72.00,58.80
83.00,66.00,56.00,66.10
72.00,45.00,53.00,57.10
77.00,76.00,81.00,78.80
64.00,58.00,45.00,53.30
94.00,69.00,60.00,72.00
54.00,75.00,51.00,56.70
86.00,82.00,88.00,86.20
92.00,84.00,71.00,79.90
95.00,61.00,59.00,70.20
82.00,41.00,69.00,67.30
94.00,97.00,76.00,85.60
73.00,85.00,77.00,77.40
63.00,40.00,77.00,65.40
43.00,78.00,80.00,68.50
98.00,60.00,59.00,70.90
70.00,62.00,77.00,71.90
48.00,52.00,71.00,60.30
58.00,46.00,50.00,51.60
49.00,58.00,95.00,73.80
64.00,40.00,71.00,62.70
57.00,61.00,53.00,55.80
60.00,74.00,57.00,61.30
42.00,75.00,96.00,75.60
94.00,49.00,58.00,67.00
52.00,56.00,71.00,62.30
78.00,76.00,62.00,69.60
67.00,55.00,94.00,78.10
83.00,47.00,90.00,79.30
41.00,71.00,53.00,53.00
82.00,77.00,84.00,82.00
82.00,85.00,40.00,61.60
53.00,86.00,93.00,79.60
71.00,84.00,63.00,69.60
44.00,60.00,79.00,64.70
44.00,81.00,40.00,49.40
72.00,71.00,88.00,79.80
84.00,76.00,86.00,83.40
44.00,85.00,50.00,55.20
53.00,86.00,79.00,72.60
44.00,42.00,56.00,49.60
54.00,91.00,54.00,61.40
83.00,86.00,62.00,73.10
92.00,81.00,95.00,91.30
62.00,47.00,40.00,48.00
78.00,82.00,62.00,70.80
95.00,71.00,53.00,69.20
71.00,51.00,53.00,58.00
60.00,68.00,93.00,78.10
71.00,64.00,49.00,58.60
60.00,51.00,66.00,61.20
96.00,68.00,44.00,64.40
90.00,40.00,89.00,79.50
81.00,46.00,50.00,58.50
40.00,49.00,46.00,44.80
91.00,54.00,88.00,82.10
71.00,96.00,79.00,80.00
84.00,62.00,59.00,67.10
56.00,52.00,97.00,75.70
91.00,85.00,47.00,67.80
98.00,73.00,81.00,84.50
87.00,84.00,97.00,91.40
94.00,71.00,75.00,79.90
98.00,86.00,63.00,78.10
90.00,74.00,86.00,84.80
80.00,44.00,77.00,71.30
59.00,54.00,58.00,57.50
75.00,83.00,68.00,73.10
51.00,42.00,88.00,67.70
64.00,82.00,42.00,56.60
92.00,43.00,65.00,68.70
76.00,60.00,87.00,78.30
57.00,51.00,70.00,62.30
55.00,67.00,77.00,68.40
96.00,54.00,47.00,63.10
96.00,72.00,47.00,66.70
64.00,64.00,57.00,60.50
65.00,90.00,90.00,82.50
42.00,89.00,56.00,58.40
94.00,65.00,75.00,78.70
83.00,86.00,58.00,71.10
93.00,73.00,93.00,89.00
92.00,51.00,85.00,80.30
79.00,62.00,71.00,71.60
57.00,45.00,67.00,59.60
94.00,53.00,79.00,78.30
96.00,98.00,84.00,90.40
94.00,91.00,93.00,92.90
94.00,53.00,95.00,86.30
56.00,78.00,88.00,76.40
69.00,95.00,51.00,65.20
97.00,49.00,51.00,64.40
97.00,93.00,70.00,82.70
43.00,83.00,86.00,72.50
66.00,77.00,60.00,65.20
87.00,73.00,43.00,62.20
88.00,40.00,68.00,68.40
67.00,79.00,63.00,67.40
43.00,65.00,42.00,46.90
85.00,52.00,83.00,77.40
54.00,97.00,76.00,73.60
72.00,46.00,93.00,77.30
54.00,98.00,81.00,76.30
48.00,82.00,91.00,76.30
87.00,41.00,71.00,69.80
73.00,53.00,62.00,63.50
64.00,59.00,56.00,59.00
55.00,64.00,94.00,76.30
65.00,54.00,58.00,59.30
97.00,61.00,65.00,73.80
47.00,79.00,55.00,57.40
98.00,90.00,61.00,77.90
77.00,81.00,80.00,79.30
74.00,55.00,85.00,75.70
55.00,93.00,89.00,79.60
50.00,52.00,65.00,57.90
75.00,72.00,85.00,79.40
91.00,90.00,51.00,70.80
57.00,45.00,97.00,74.60
91.00,64.00,78.00,79.10
84.00,65.00,54.00,65.20
58.00,71.00,66.00,64.60
79.00,65.00,49.00,61.20
85.00,90.00,53.00,70.00
65.00,69.00,95.00,80.80
53.00,77.00,68.00,65.30
48.00,81.00,43.00,52.10
77.00,85.00,48.00,64.10
86.00,83.00,90.00,87.40
70.00,82.00,71.00,72.90
52.00,69.00,86.00,72.40
45.00,88.00,45.00,53.60
74.00,51.00,67.00,65.90
70.00,81.00,70.00,72.20
70.00,66.00,50.00,59.20
64.00,69.00,56.00,61.00
48.00,49.00,85.00,66.70
42.00,65.00,52.00,51.60
83.00,60.00,62.00,67.90
58.00,55.00,69.00,62.90
76.00,96.00,73.00,78.50
69.00,87.00,85.00,80.60
89.00,42.00,93.00,81.60
73.00,79.00,91.00,83.20
82.00,45.00,87.00,77.10
61.00,79.00,84.00,76.10
88.00,76.00,85.00,84.10
65.00,78.00,85.00,77.60
76.00,79.00,81.00,79.10
84.00,87.00,97.00,91.10
62.00,53.00,55.00,56.70
87.00,47.00,59.00,65.00
75.00,51.00,53.00,59.20
65.00,59.00,69.00,65.80
65.00,94.00,87.00,81.80
96.00,56.00,44.00,62.00
90.00,86.00,47.00,67.70
46.00,49.00,52.00,49.60
83.00,43.00,61.00,64.00
40.00,81.00,54.00,55.20
63.00,55.00,61.00,60.40
72.00,69.00,67.00,68.90
64.00,60.00,96.00,79.20
81.00,93.00,57.00,71.40
47.00,47.00,70.00,58.50
86.00,61.00,73.00,74.50
65.00,61.00,41.00,52.20
64.00,49.00,69.00,63.50
58.00,89.00,76.00,73.20
50.00,53.00,53.00,52.10
98.00,70.00,58.00,72.40
40.00,82.00,49.00,52.90
83.00,72.00,92.00,85.30
41.00,61.00,93.00,71.00
58.00,85.00,68.00,68.40
82.00,91.00,58.00,71.80
42.00,93.00,79.00,70.70
53.00,65.00,82.00,69.90
88.00,72.00,43.00,62.30
51.00,45.00,68.00,58.30
76.00,96.00,44.00,64.00
56.00,52.00,83.00,68.70
92.00,55.00,69.00,73.10
84.00,50.00,65.00,67.70
72.00,81.00,46.00,60.80
84.00,41.00,46.00,56.40
92.00,76.00,61.00,73.30
50.00,89.00,48.00,56.80
75.00,91.00,91.00,86.20
93.00,67.00,70.00,76.30
48.00,64.00,65.00,59.70
72.00,72.00,42.00,57.00
44.00,84.00,89.00,74.50
70.00,97.00,53.00,66.90
70.00,94.00,74.00,76.80
72.00,47.00,92.00,77.00
80.00,71.00,74.00,75.20
89.00,69.00,47.00,64.00
92.00,40.00,76.00,73.60
77.00,74.00,55.00,65.40
43.00,81.00,75.00,66.60
42.00,59.00,69.00,58.90
94.00,78.00,86.00,86.80
79.00,74.00,98.00,87.50
98.00,91.00,72.00,83.60
86.00,72.00,50.00,65.20
54.00,82.00,46.00,55.60
42.00,42.00,64.00,53.00
73.00,78.00,41.00,58.00
78.00,49.00,66.00,66.20
88.00,69.00,43.00,61.70
42.00,92.00,71.00,66.50
64.00,50.00,70.00,64.20
60.00,43.00,90.00,71.60
63.00,42.00,53.00,53.80
83.00,90.00,96.00,90.90
61.00,40.00,56.00,54.30
40.00,63.00,88.00,68.60
95.00,66.00,54.00,68.70
64.00,52.00,42.00,50.60
72.00,92.00,95.00,87.50
41.00,45.00,89.00,65.80
69.00,49.00,71.00,66.00
53.00,55.00,94.00,73.90
98.00,49.00,40.00,59.20
80.00,54.00,94.00,81.80
48.00,78.00,79.00,69.50
54.00,73.00,79.00,70.30
42.00,56.00,57.00,52.30
68.00,81.00,74.00,73.60
73.00,82.00,61.00,68.80
72.00,87.00,58.00,68.00
68.00,92.00,75.00,76.30
74.00,62.00,81.00,75.10
76.00,88.00,85.00,82.90
69.00,98.00,70.00,75.30
70.00,76.00,75.00,73.70
71.00,77.00,80.00,76.70
93.00,66.00,47.00,64.60
70.00,77.00,40.00,56.40
44.00,44.00,93.00,68.50
65.00,57.00,85.00,73.40
55.00,46.00,41.00,46.20
40.00,55.00,92.00,69.00
72.00,78.00,70.00,72.20
94.00,81.00,40.00,64.40
46.00,98.00,92.00,79.40
91.00,92.00,54.00,72.70
78.00,44.00,91.00,77.70
74.00,49.00,84.00,74.00
48.00,98.00,81.00,74.50
77.00,54.00,65.00,66.40
67.00,90.00,41.00,58.60
92.00,61.00,81.00,80.30
86.00,90.00,45.00,66.30
81.00,78.00,50.00,64.90
41.00,70.00,42.00,47.30
92.00,89.00,96.00,93.40
65.00,63.00,53.00,58.60
44.00,45.00,57.00,50.70
98.00,82.00,89.00,90.30
41.00,70.00,53.00,52.80
59.00,48.00,69.00,61.80
51.00,88.00,63.00,64.40
65.00,68.00,68.00,67.10
43.00,66.00,75.00,63.60
84.00,83.00,55.00,69.30
64.00,57.00,55.00,58.10
67.00,55.00,67.00,64.60
45.00,61.00,98.00,74.70
65.00,86.00,78.00,75.70
64.00,61.00,83.00,72.90
44.00,95.00,67.00,65.70
63.00,93.00,69.00,72.00
73.00,81.00,94.00,85.10
95.00,74.00,87.00,86.80
73.00,51.00,40.00,52.10
74.00,98.00,88.00,85.80
68.00,48.00,70.00,65.00
60.00,77.00,66.00,66.40
64.00,98.00,46.00,61.80
54.00,95.00,94.00,82.20
76.00,41.00,56.00,59.00
56.00,41.00,47.00,48.50
43.00,65.00,78.00,64.90
97.00,78.00,93.00,91.20
50.00,52.00,84.00,67.40
50.00,50.00,51.00,50.50
88.00,85.00,56.00,71.40
76.00,76.00,94.00,85.00
59.00,93.00,71.00,71.80
86.00,40.00,87.00,77.30
81.00,60.00,61.00,66.80
45.00,72.00,58.00,56.90
95.00,65.00,59.00,71.00
76.00,97.00,84.00,84.20
95.00,54.00,55.00,66.80
44.00,85.00,79.00,69.70
96.00,65.00,98.00,90.80
60.00,46.00,76.00,65.20
42.00,53.00,98.00,72.20
57.00,48.00,92.00,72.70
70.00,63.00,79.00,73.10
73.00,74.00,93.00,83.20
51.00,60.00,55.00,54.80
50.00,91.00,68.00,67.20
84.00,49.00,43.00,56.50
69.00,85.00,61.00,68.20
86.00,57.00,93.00,83.70
52.00,98.00,78.00,74.20
84.00,81.00,52.00,67.40
93.00,97.00,60.00,77.30
75.00,87.00,44.00,61.90
55.00,83.00,78.00,72.10
62.00,45.00,83.00,69.10
76.00,56.00,62.00,65.00
60.00,85.00,57.00,63.50
56.00,92.00,71.00,70.70
87.00,69.00,58.00,68.90
96.00,43.00,82.00,78.40
61.00,75.00,98.00,82.30
82.00,77.00,54.00,67.00
78.00,66.00,88.00,80.60
71.00,63.00,66.00,66.90
90.00,47.00,94.00,83.40
57.00,90.00,46.00,58.10
60.00,87.00,58.00,64.40
49.00,57.00,90.00,71.10
68.00,86.00,75.00,75.10
77.00,50.00,44.00,55.10
71.00,74.00,96.00,84.10
95.00,74.00,75.00,80.80
92.00,93.00,91.00,91.70
57.00,59.00,83.00,70.40
96.00,48.00,88.00,82.40
57.00,51.00,77.00,65.80
65.00,73.00,43.00,55.60
76.00,85.00,64.00,71.80
74.00,87.00,59.00,69.10
72.00,66.00,47.00,58.30
58.00,49.00,49.00,51.70
75.00,52.00,63.00,64.40
56.00,46.00,71.00,61.50
80.00,69.00,70.00,72.80
83.00,56.00,76.00,74.10
41.00,76.00,73.00,64.00
68.00,91.00,78.00,77.60
59.00,56.00,61.00,59.40
51.00,53.00,70.00,60.90
87.00,82.00,70.00,77.50
72.00,58.00,79.00,72.70
67.00,48.00,58.00,58.70
66.00,85.00,45.00,59.30
61.00,78.00,98.00,82.90
77.00,84.00,63.00,71.40
59.00,48.00,92.00,73.30
69.00,54.00,79.00,71.00
63.00,98.00,59.00,68.00
42.00,85.00,71.00,65.10
64.00,89.00,82.00,78.00
61.00,60.00,68.00,64.30
60.00,98.00,59.00,67.10
66.00,49.00,83.00,71.10
95.00,56.00,82.00,80.70
45.00,85.00,66.00,63.50
45.00,74.00,95.00,75.80
49.00,43.00,98.00,72.30
96.00,76.00,59.00,73.50
47.00,59.00,46.00,48.90
50.00,66.00,70.00,63.20
82.00,86.00,49.00,66.30
41.00,75.00,41.00,47.80
79.00,73.00,98.00,87.30
97.00,76.00,87.00,87.80
67.00,90.00,98.00,87.10
88.00,65.00,78.00,78.40
82.00,67.00,40.00,58.00
51.00,59.00,80.00,67.10
91.00,54.00,74.00,75.10
54.00,93.00,63.00,66.30
81.00,63.00,69.00,71.40
79.00,69.00,57.00,66.00
55.00,64.00,76.00,67.30
51.00,94.00,95.00,81.60
53.00,96.00,40.00,55.10
94.00,61.00,68.00,74.40
81.00,73.00,49.00,63.40
47.00,54.00,83.00,66.40
78.00,58.00,59.00,64.50
75.00,51.00,88.00,76.70
78.00,55.00,72.00,70.40
58.00,79.00,80.00,73.20
63.00,82.00,89.00,79.80
92.00,88.00,53.00,71.70
65.00,52.00,92.00,75.90
77.00,87.00,70.00,75.50
62.00,53.00,43.00,50.70
79.00,58.00,94.00,82.30
59.00,47.00,58.00,56.10
45.00,64.00,48.00,50.30
96.00,74.00,81.00,84.10
62.00,56.00,97.00,78.30
43.00,68.00,40.00,46.50
52.00,67.00,63.00,60.50
63.00,78.00,97.00,83.00
90.00,80.00,83.00,84.50
65.00,49.00,64.00,61.30
88.00,98.00,77.00,84.50
76.00,94.00,51.00,67.10
61.00,74.00,89.00,77.60
83.00,55.00,62.00,66.90
70.00,47.00,65.00,62.90
57.00,57.00,87.00,72.00
41.00,62.00,78.00,63.70
54.00,59.00,98.00,77.00
48.00,90.00,67.00,65.90
48.00,65.00,91.00,72.90
47.00,58.00,77.00,64.20
44.00,51.00,70.00,58.40
47.00,43.00,87.00,66.20
89.00,41.00,53.00,61.40
84.00,77.00,45.00,63.10
98.00,98.00,87.00,92.50
71.00,56.00,67.00,66.00
77.00,67.00,79.00,76.00
56.00,97.00,74.00,73.20
68.00,67.00,46.00,56.80
42.00,86.00,56.00,57.80
62.00,79.00,79.00,73.90
62.00,76.00,91.00,79.30
65.00,84.00,86.00,79.30
89.00,56.00,55.00,65.40
85.00,89.00,49.00,67.80
54.00,61.00,97.00,76.90
79.00,70.00,61.00,68.20
58.00,94.00,41.00,56.70
59.00,57.00,94.00,76.10
97.00,78.00,60.00,74.70
51.00,86.00,72.00,68.50
83.00,84.00,60.00,71.70
70.00,54.00,57.00,60.30
94.00,72.00,47.00,66.10
54.00,91.00,49.00,58.90
97.00,55.00,41.00,60.60
63.00,43.00,47.00,51.00
94.00,86.00,53.00,71.90
43.00,52.00,53.00,49.80
87.00,74.00,71.00,76.40
87.00,57.00,94.00,84.50
59.00,51.00,60.00,57.90
93.00,85.00,53.00,71.40
79.00,60.00,71.00,71.20
57.00,77.00,90.00,77.50
61.00,41.00,61.00,57.00
57.00,45.00,49.00,50.60
81.00,93.00,95.00,90.40
80.00,58.00,41.00,56.10
71.00,55.00,46.00,55.30
76.00,90.00,45.00,63.30
86.00,61.00,87.00,81.50
85.00,50.00,84.00,77.50
87.00,51.00,98.00,85.30
84.00,53.00,49.00,60.30
93.00,53.00,88.00,82.50
88.00,40.00,91.00,79.90
45.00,85.00,72.00,66.50
56.00,95.00,90.00,80.80
50.00,54.00,52.00,51.80
46.00,65.00,87.00,70.30
69.00,51.00,88.00,74.90
56.00,82.00,85.00,75.70
67.00,50.00,57.00,58.60
82.00,56.00,62.00,66.80
98.00,50.00,64.00,71.40
71.00,55.00,96.00,80.30
76.00,79.00,93.00,85.10
54.00,94.00,91.00,80.50
61.00,80.00,90.00,79.30
55.00,71.00,91.00,76.20
42.00,81.00,44.00,50.80
45.00,78.00,93.00,75.60
55.00,77.00,52.00,57.90
47.00,73.00,92.00,74.70
42.00,52.00,51.00,48.50
61.00,87.00,70.00,70.70
54.00,63.00,47.00,52.30
97.00,69.00,56.00,70.90
67.00,68.00,58.00,62.70
73.00,55.00,96.00,80.90
65.00,64.00,88.00,76.30
96.00,48.00,71.00,73.90
82.00,71.00,71.00,74.30
78.00,96.00,78.00,81.60
51.00,97.00,61.00,65.20
76.00,70.00,90.00,81.80
71.00,50.00,80.00,71.30
57.00,91.00,98.00,84.30
44.00,52.00,75.00,61.10
43.00,57.00,82.00,65.30
67.00,80.00,59.00,65.60
67.00,84.00,60.00,66.90
69.00,73.00,47.00,58.80
66.00,50.00,59.00,59.30
51.00,88.00,75.00,70.40
89.00,62.00,47.00,62.60
87.00,98.00,87.00,89.20
74.00,71.00,93.00,82.90
75.00,54.00,72.00,69.30
88.00,67.00,68.00,73.80
96.00,85.00,67.00,79.30
44.00,55.00,76.00,62.20
71.00,62.00,93.00,80.20
70.00,46.00,42.00,51.20
93.00,71.00,83.00,83.60
80.00,84.00,60.00,70.80
90.00,40.00,53.00,61.50
92.00,85.00,92.00,90.60
90.00,84.00,83.00,85.30
56.00,73.00,52.00,57.40
48.00,72.00,70.00,63.80
71.00,71.00,95.00,83.00
69.00,43.00,58.00,58.30
93.00,63.00,74.00,77.50
94.00,44.00,96.00,85.00
84.00,48.00,64.00,66.80
42.00,93.00,93.00,77.70
95.00,75.00,62.00,74.50
55.00,78.00,46.00,55.10
79.00,47.00,85.00,75.60
63.00,69.00,55.00,60.20
63.00,93.00,67.00,71.00
43.00,43.00,57.00,50.00
71.00,74.00,50.00,61.10
88.00,63.00,97.00,87.50
93.00,84.00,73.00,81.20
89.00,65.00,84.00,81.70
41.00,68.00,72.00,61.90
51.00,66.00,50.00,53.50
71.00,93.00,96.00,87.90
